gen,mod,student,instructor,word_count,mean_word_length,different_words,valid_sentences_count,mean_words_per_sentence,mean_different_words_per_bucket,FleschReadingEase,FleschKincaidGradeLevel,GunningFogIndex,SMOGIndex,ColemanLiauIndex,LIX,RIX
gen3,mod1_pro,velascoep,grp,5237,4.706893259499713,1068,163,31.98159509202454,64.7719298245614,50.3481,13.938,17.6705,14.241855289267319,10.79,57.7307466615425,8.235632183908047
gen3,mod1_pro,deaquinov,grdlr,4021,4.938572494404377,1067,147,26.993197278911566,61.26086956521739,53.0934,12.0646,15.4747,13.263958164826196,11.5531,53.25724866804737,7.0813953488372094
gen3,mod1_pro,garciame,nss,7639,4.986123838198717,1651,346,21.916184971098264,59.359550561797754,51.5346,11.2883,14.0758,12.67671504262539,12.5605,51.61377315223842,6.514824797843666
gen2,mod1_pro,roblesjc,rias,6945,4.707847372210223,1749,156,44.166666666666664,64.06410256410257,41.8272,17.3624,21.2573,15.679150979668055,10.8595,64.9919470749829,9.875
gen2,mod3_pro,martinezrm,grp,27567,4.988718395182646,2434,1668,15.938249400479616,57.85502958579882,66.8384,7.4147,11.5945,11.030164793945135,11.7552,43.09492970795564,4.123857404021938
gen3,mod1_pro,bautistae,nss,7752,5.119840041279669,1833,287,26.54006968641115,61.55681818181818,48.5862,11.9479,15.2987,13.56942321899925,12.6407,52.822263854937916,6.8535911602209945
gen2,mod1_pro,suarezja,rsp,4338,5.228907330567082,1161,202,21.252475247524753,61.395833333333336,46.2601,11.7755,14.2323,12.699430259990585,13.2479,53.88182362093947,6.793859649122807
gen2,mod3_pro,ruizv,rsp,17872,5.037488809310654,2493,569,31.133567662565905,60.911764705882355,43.8956,14.3412,17.8162,14.666847314158904,12.6007,58.941073383410256,8.684370257966616
gen2,mod1_pro,acevesj,cva,4356,5.2513774104683195,1005,160,26.3625,58.372549019607845,49.3336,11.3468,14.4058,12.841414952935482,13.3142,53.53557854651891,6.728448275862069
gen2,mod1_pro,diazvm,mdrlp,8278,4.948417492147862,1339,394,20.741116751269036,55.02970297029703,65.3155,9.1177,13.3587,12.072079782439491,11.3203,47.13260005335678,5.458333333333333
gen3,mod1_pro,floresg,grdlr,6158,5.035401104254628,1534,323,18.761609907120743,61.736111111111114,54.3036,9.6599,12.7391,11.988824676906596,12.025,47.61358967383657,5.203608247422681
gen3,mod1_pro,ruizg,mdrlp,7886,4.849353284301293,1634,325,23.907692307692308,60.111111111111114,55.1649,11.2788,14.271,12.370425713316363,11.1337,49.82694859346762,6.173441734417344
gen3,mod1_pro,zaldivarg,rsp,4166,5.173307729236678,1131,199,20.065326633165828,56.34,49.9033,10.2737,13.131,12.187415422769215,12.9542,48.853334716315736,5.372759856630824
gen2,mod1_pro,zataraincd,mdrlp,4846,4.58027238959967,1012,320,14.678125,57.46551724137931,82.2879,5.0114,9.3446,9.364530334346092,8.3728,34.79229067888052,2.8357487922705316
gen3,mod1_pro,deleonle,nss,6544,5.12041564792176,1428,283,22.90459363957597,59.82432432432432,47.4222,12.3587,14.8485,12.914947752009661,13.6809,54.2551836522687,7.2052117263843645
gen3,mod1_pro,jimenezlm,grp,4139,4.807924619473303,909,204,20.205882352941178,56.204081632653065,58.3412,10.3389,13.3561,11.89187384979947,11.9563,47.06188919731288,5.485981308411215
gen2,mod1_pro,troncoc,rias,3681,4.9589785384406415,854,93,39.40860215053763,65.60975609756098,32.3713,18.4329,21.4534,16.08816259067712,13.0563,67.80011276268581,11.23
gen3,mod1_pro,enriquezo,rsp,2211,4.357756671189507,604,55,39.945454545454545,59.24,53.4577,14.9949,18.0152,12.486832980505138,9.5601,58.152312710848406,7.774193548387097
gen2,mod1_pro,avileslm,grdlr,6253,4.88981288981289,1353,255,24.36862745098039,63.405797101449274,53.9523,11.6963,15.3803,13.266121878633932,12.2717,52.42671414237057,6.835205992509363
gen3,mod3_pro,vegai,rias,14052,5.031596925704526,1905,758,18.306068601583114,61.88198757763975,54.8993,9.8253,13.1379,12.22376519168703,12.7136,49.14611259247981,5.592814371257485
gen3,mod3_pro,mezase,rias,16547,5.100320299752221,2234,957,16.912225705329153,58.041666666666664,55.5881,9.4807,12.6533,11.681800820130986,12.0474,45.78773770760507,4.775800711743773
gen2,mod3_pro,gutierrezs,ado,17885,5.01504053676265,1905,813,21.71217712177122,56.93719806763285,64.8169,7.4482,10.8876,10.68655681370533,11.7893,43.77685464304095,4.144989339019189
gen3,mod1_pro,mezase,rias,3575,4.961398601398601,869,204,17.33823529411765,59.15,58.6877,9.0484,12.2845,11.58746140556512,11.235,45.1300262133701,4.748898678414097
gen3,mod1_pro,parrillacp,rsp,5274,5.033560864618885,1099,264,19.71969696969697,57.57142857142857,53.6107,10.2534,13.4451,12.391164993391946,12.2179,49.6820069265818,5.809364548494983
gen2,mod3_pro,lopezg,grp,9418,5.251221066043746,1535,477,19.534591194968552,57.23684210526316,54.7692,10.3403,13.4329,12.332375679954696,13.0474,49.954506004032346,5.9817184643510055
gen3,mod1_pro,diaze,nss,7670,5.091395045632334,1613,409,18.29828850855746,59.604395604395606,59.4734,8.9388,12.0066,11.329600193421014,12.8951,47.57523107523107,5.127413127413128
gen2,mod1_pro,whitem,rsp,5454,4.7004033736707,1282,277,19.55956678700361,65.63333333333334,61.0584,9.2146,11.4952,10.784093091886678,10.4893,44.27265928462289,4.7894736842105265
gen3,mod3_pro,romerog,mdrlp,8629,5.1739483138254725,1615,395,21.265822784810126,55.67619047619048,53.8161,10.4732,13.8843,12.557873255932545,12.5795,49.872995328632214,5.909803921568628
gen2,mod1_pro,villalbadh,mdrlp,9484,4.969527625474483,1454,352,26.65625,62.416666666666664,57.7509,11.4149,15.3656,13.07411558788407,11.3844,53.29494739821673,7.080487804878048
gen2,mod3_pro,coronafm,mdrlp,9597,5.163488590184433,1772,442,21.368778280542987,58.17857142857143,51.3325,11.068,14.3154,12.741860507821192,13.2766,51.315931877413306,6.267307692307693
gen2,mod1_pro,olveramt,grdlr,7457,4.753520182378972,1541,304,24.457236842105264,62.857142857142854,57.0364,11.0177,14.4664,12.585730412697313,11.3932,48.96488875530792,5.979041916167665
gen3,mod1_pro,santiagol,rias,5034,5.144616607071911,1355,212,23.4811320754717,62.40677966101695,47.793,12.0586,14.7524,12.969834018751053,13.3958,51.79247726838088,6.57429718875502
gen3,mod1_pro,rivasle,grdlr,5647,5.191606162564193,1372,326,17.058282208588956,61.171875,51.4963,10.0515,13.3488,12.329581763959784,12.7948,49.34572681839428,5.4520547945205475
gen3,mod1_pro,cervantesjdj,rsp,4304,5.077602230483271,1290,118,36.3728813559322,61.4375,37.9645,16.4106,20.2965,16.25693285253857,12.4083,65.53209798735051,10.686567164179104
gen2,mod3_pro,villalbadh,mdrlp,16142,5.103704621484327,2108,707,22.333804809052335,61.09947643979058,55.8769,10.4342,13.8403,12.394622321915266,12.0881,49.733025378230394,5.9609375
gen3,mod3_pro,sotoa,grp,29582,4.924616320735582,2393,1045,28.173205741626795,62.90402476780186,46.5695,13.4714,16.7997,14.099421520138117,12.0649,55.68701079339882,7.75044404973357
gen2,mod3_pro,mezary,grp,25132,5.071542256883654,2553,696,35.804597701149426,60.01724137931034,39.2136,15.9879,19.1892,15.199442850719482,13.5636,62.74607996342352,9.811735941320293
gen2,mod1_pro,rosiquela,mdrlp,7256,5.07883131201764,1674,417,16.376498800959233,57.46511627906977,65.1725,7.3986,10.9092,10.56203017326015,11.5835,43.421393988185,4.015358361774744
gen3,mod3_pro,chicastd,nss,18448,5.337001300954033,2915,849,21.462897526501767,54.8008658008658,49.5118,11.5704,15.3444,13.459243299242505,14.3736,53.65493676524858,6.858006042296073
gen3,mod3_pro,gonzalezd,grdlr,10993,5.212407895933776,2007,526,20.640684410646386,59.40625,54.1876,10.4214,14.0012,12.794427356857797,13.2602,52.276378872208866,6.453047775947281
gen3,mod1_pro,rodriguezv,mdrl,1576,4.685279187817259,422,75,20.96,58.0,58.0973,10.1245,12.7073,11.516551272059615,10.4224,47.777821973685235,5.594936708860759
gen2,mod3_pro,ucop,grdlr,18329,4.8349064324294835,2122,716,24.134078212290504,58.262443438914026,66.4369,7.9676,11.5816,10.954525650889444,10.5157,41.21392405023229,4.059390048154093
gen3,mod1_pro,sombrai,rsp,5316,4.882242287434161,1237,227,23.281938325991188,60.38709677419355,58.4489,10.8207,14.3696,12.603240193925288,11.3076,51.571475358480356,6.609053497942387
gen2,mod3_pro,buenfilv,nsrh,11734,5.030424407704108,1678,577,19.91681109185442,57.66423357664234,60.496,9.5415,13.1014,11.930326597489586,12.072,47.412196316758255,5.428152492668621
gen3,mod3_pro,villalobosl,grdlr,13277,4.996158770806658,1733,627,20.559808612440193,60.58860759493671,63.0993,8.6815,11.8597,11.244453559378792,11.6296,46.54780095680252,5.129227053140097
gen2,mod1_pro,reynosopn,grdlr,4194,4.8159275154983305,909,144,28.90277777777778,59.1875,58.582,12.0443,16.2536,13.30515982498112,12.3936,54.206274406552204,7.337423312883436
gen3,mod3_pro,ramosldc,ado,13382,5.006575997608728,2014,453,29.077262693156733,60.07096774193548,46.0847,13.0421,16.1251,13.851267207105353,13.068,55.999984573737535,7.7839285714285715
gen2,mod3_pro,velazquezml,mdrlp,10297,5.24793629212392,1808,415,24.539759036144577,57.90983606557377,47.0206,12.6632,15.8056,13.577655338156475,13.7088,55.783095562345615,7.631027253668763
gen3,mod3_pro,martinezmm,ado,13259,5.067048797043517,2246,704,18.470170454545453,58.93037974683544,61.15,8.9534,12.4191,11.580975241467286,12.4536,45.77752665607531,4.945562130177515
gen2,mod3_pro,martinezd,grp,21397,4.88096462120858,2588,711,29.904360056258792,61.854166666666664,45.6117,14.1018,17.4192,14.297159220424085,12.2641,56.61318471346645,8.003870967741936
gen2,mod3_pro,diazvm,mdrlp,15197,5.039284069224189,1835,745,20.073825503355703,54.68983957219251,58.6189,9.5549,13.2103,12.160534989918352,11.6274,46.628170448059834,5.214750542299349
gen3,mod3_pro,fragosomdca,rias,22105,4.776792580864058,2042,1000,21.908,60.63414634146341,60.9331,9.9774,13.7636,12.377360168028646,10.8569,47.31593728382306,5.564651162790698
gen3,mod1_pro,vegai,rias,8311,4.778245698471904,1416,457,17.849015317286653,60.291666666666664,62.341,8.5389,11.7614,11.244588004112309,11.5702,45.362716900206166,4.810707456978967
gen3,mod3_pro,deaquinov,grdlr,9787,5.182793501583734,1865,431,22.31322505800464,60.62280701754386,51.8017,11.251,14.6624,13.002958142351348,12.744,51.902766143904785,6.518737672583827
gen3,mod3_pro,dominguezpe,nss,17232,4.948177808727948,2298,747,22.850066934404285,61.08762886597938,54.5259,11.3679,15.1197,13.131685352831447,12.4348,51.359332418012926,6.5289765721331685
gen2,mod1_pro,godinezma,cva,5183,5.099749180011576,1160,159,31.70440251572327,59.516129032258064,49.8729,11.7685,14.8764,13.166627950635338,13.0054,54.36527440315561,7.186234817813765
gen2,mod3_pro,davalosph,cva,12407,4.653260256306924,1955,584,20.90582191780822,59.36363636363637,66.2791,8.7349,12.1758,11.216506615729402,10.4903,43.68215719922919,4.723279648609077
gen2,mod1_pro,villanuevai,grdlr,4203,4.791339519390911,888,175,23.942857142857143,61.06122448979592,59.0782,10.7329,13.7727,12.041351212403583,11.5363,51.161173064613685,6.5132275132275135
gen3,mod3_pro,santiagol,rias,12061,5.406351048835088,2184,481,24.82952182952183,60.60689655172414,36.3367,14.4018,17.0284,14.55592167863285,16.1989,59.11511925882121,8.558052434456929
gen2,mod1_pro,martinezrm,grp,9447,4.938181433259236,1676,509,18.229862475442044,59.481818181818184,63.6133,8.8583,12.7697,11.693615322086725,12.3997,46.25161718900179,5.094736842105263
gen2,mod1_pro,coronafm,mdrlp,4565,5.091128148959474,1202,252,17.686507936507937,59.092592592592595,61.3545,8.428,12.1351,11.47184465737741,12.1151,45.218713966167684,4.620253164556962
gen2,mod3_pro,santiagog,mdrlp,11624,5.219803854094976,2216,577,19.915077989601386,61.25,49.7878,11.2835,14.7549,13.067529001046676,13.3565,52.355965814552974,6.47196261682243
gen3,mod1_pro,floressd,rsp,2326,4.953568357695615,619,88,26.09090909090909,55.888888888888886,52.2495,11.437,14.1915,12.50057206515573,13.9351,52.20097559323182,6.6695652173913045
gen2,mod3_pro,olveramt,grdlr,18906,4.859303924679995,2548,944,19.66207627118644,60.82272727272727,57.9596,9.6468,12.733,11.668010648479301,11.5678,44.627559967460606,4.801971326164875
gen3,mod3_pro,lopeza,grdlr,11456,5.224511173184357,2144,479,23.630480167014614,60.19259259259259,45.3788,12.3953,15.4222,13.64351462956315,13.5392,55.0994164485206,7.365137614678899
gen2,mod1_pro,maganad,cva,4657,4.899935580846038,1087,213,21.615023474178404,59.056603773584904,53.8859,10.7119,13.793,12.473592453493838,11.9388,49.29777879100939,5.916317991631799
gen2,mod3_pro,moguelcg,cva,13715,4.935836675173168,2112,578,22.986159169550174,57.26219512195122,63.6423,9.1026,12.7344,11.64426094194711,11.8788,46.57252394532059,5.271832718327183
gen3,mod1_pro,tellor,rias,5769,4.915236609464379,1130,207,27.42512077294686,58.92424242424242,56.146,11.1419,14.0765,12.351563369391101,11.936,52.24964354449257,6.776061776061776
gen2,mod1_pro,romanb,rsp,2377,5.086243163651662,708,99,23.393939393939394,60.629629629629626,52.3135,10.9312,13.4609,12.070039966835868,13.1667,48.985198487942434,5.8046875
gen2,mod1_pro,marquezmy,rsp,6393,5.030658532770217,1520,305,20.42295081967213,58.98684210526316,62.4456,8.7727,12.7116,11.798826901281197,13.359,47.104852373716945,5.176178660049628
gen3,mod1_pro,martinezk,ado,3888,5.050925925925926,1012,200,18.97,56.8125,62.0751,9.0728,12.2237,11.258576247311218,12.7125,48.338793916664756,5.473469387755102
gen3,mod1_pro,lopeza,grdlr,5640,5.097695035460993,1478,236,23.673728813559322,61.323076923076925,45.1136,12.6807,15.7141,13.665138243134674,12.9182,53.89545195515345,7.127413127413128
gen3,mod1_pro,ortizmp,ado,4071,4.777695897813805,1012,116,34.81896551724138,60.02173913043478,50.174,13.7139,17.1041,13.802298605964094,10.9655,56.65922920892495,7.979310344827586
gen3,mod1_pro,perezb,ado,5399,5.393776625300982,1553,202,26.47029702970297,61.903225806451616,33.5755,14.7869,17.3767,14.916741736920129,14.9713,56.95427402303906,8.030567685589519
gen2,mod3_pro,lizamaym,grp,16165,4.903309619548407,1691,511,31.320939334637966,60.81182795698925,44.829,13.9626,17.4075,14.567676078116527,12.2983,57.70819499812607,8.325463743676222
gen2,mod3_pro,maganad,cva,11707,4.945502690697873,1742,557,20.798922800718135,58.78195488721804,56.9838,10.0314,13.2887,12.233805168766386,12.0416,48.62730722183824,5.7240829346092506
gen2,mod1_pro,ovandoca,rias,1912,4.701359832635983,593,74,24.89189189189189,58.36363636363637,63.3186,9.1478,11.6866,10.658240571348529,13.3134,42.01649106733853,4.378378378378378
gen2,mod3_pro,vilchisv,nsrh,14529,5.032899717805768,2087,579,24.82901554404145,62.36585365853659,50.5464,11.923,15.4214,13.566635543439668,12.4035,54.53864297113645,7.324574961360123
gen3,mod1_pro,padillaa,ado,4198,5.52120057170081,1153,208,19.85576923076923,55.56603773584906,37.402,12.5142,15.529,13.61764451279096,15.231,55.47111742424242,6.75390625
gen3,mod1_pro,romerog,mdrlp,5391,5.0228158041179745,1281,194,27.45876288659794,60.125,51.8456,11.4933,14.6377,12.952175718239582,13.1984,51.253822911582006,6.477099236641221
gen2,mod3_pro,ruelasj,rias,2756,4.70210449927431,701,145,18.93103448275862,60.43333333333333,64.3655,9.0018,12.4108,11.466277360740863,10.8146,45.44009613640486,5.080536912751678
gen3,mod3_pro,garciame,nss,21231,5.167679336818803,2770,1028,20.443579766536963,58.41501976284585,51.7038,11.0163,14.3691,12.9296224801048,14.1481,52.3521020366658,6.545454545454546
gen2,mod3_pro,pizja,grp,13844,5.138760473851488,2190,672,20.430059523809526,61.00636942675159,49.4105,11.0877,14.6477,13.263728832868484,12.7597,51.10533918762236,6.2132253711201075
gen3,mod1_pro,chicastd,nss,4245,5.232744405182568,1133,206,20.12621359223301,58.18,54.6543,9.611,12.8098,11.981724672459784,12.4167,49.44042599260249,5.480565371024735
gen2,mod1_pro,britob,mdrlp,5102,4.878479027832222,1195,164,30.50609756097561,58.666666666666664,58.256,10.8476,13.3532,11.641649818638964,12.3059,51.364152256791584,6.5665236051502145
gen2,mod3_pro,lopezne,ado,16418,4.726032403459618,1774,549,29.615664845173043,61.02162162162162,54.2423,12.1527,15.9344,13.424811352217521,10.7197,51.97024964340666,6.7518796992481205
gen2,mod3_pro,villanuevai,grdlr,16603,4.838161777991929,1727,817,20.189718482252143,58.68062827225131,55.3763,10.504,13.1201,11.84754597430507,11.5873,48.021641464356165,5.633720930232558
gen3,mod1_pro,salgadomm,grp,4541,4.7907949790794975,885,126,35.817460317460316,56.19230769230769,49.3135,15.3245,18.6114,13.793347505059007,11.1196,61.700152110259,9.153284671532846
gen2,mod3_pro,martinezk,nsrh,13415,5.527469250838614,2002,655,20.015267175572518,61.380645161290325,97.3456,7.8797,17.3276,13.192724150871717,14.1599,54.82194990629891,7.135467980295567
